序号,p_date,comment_id,评论链接,comment_content,voice_asr_text,voice_duration,show_comment_cnt_td,direct_reply_comment_cnt_td,like_comment_cnt_td,dislike_comment_cnt_td,voice_resource_id,链接,内容分,音频分,优质判断,意图表达,评论内容和语音内容的关系,语音音频和语音asr文本内容的关系,标注员
3687.0,20260601.0,1136226755886.0,,声音不好听，勿喷,十里桃花待嫁的年华。凤冠的珍珠挽进头发，檀香拂过。玉镯弄轻纱，空留一盏芽色的清茶。倘若我心中的山水，你眼中都看到。我便一步一莲花祈祷。怎知那浮生一片草，岁月催人老。风月花鸟一笑尘缘了。,48991.0,2400.0,4.0,10.0,0.0,KsxVncgCcns.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,完全一致,王文秀
3688.0,20260610.0,1140114123040.0,,,我说快手能发语音了，我靠。,2734.0,2399.0,9.0,1.0,2.0,j_Hwr27hMEE.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3689.0,20260610.0,1131148852585.0,,抽象一下[憨笑哪吒],是谁把你带到了世间。是谁辛苦供你吃河穿。,8293.0,2398.0,6.0,2.0,0.0,1rudIXsgptc.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3690.0,20260610.0,1139922284505.0,,[惊恐]真不行了，嗓子都要夹冒烟了,车里没绷住。我们现在去哪里？无聊。,8965.0,2397.0,5.0,6.0,0.0,sfHGi8PyXUo.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3691.0,20260610.0,1131501985656.0,,,就是这样发的。,2412.0,2397.0,1.0,0.0,0.0,R1ELPA3oGvg.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3692.0,20260609.0,1135907477149.0,,,我真的好崩溃呀，这唱歌听不下来呀。没招了啊。,7650.0,2395.0,7.0,17.0,0.0,j2pWysCAnFk.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,完全一致,王文秀
3693.0,20260610.0,1131707443734.0,,？笑死我了,我靠。别闹叔叔才发呆。,9144.0,2395.0,4.0,7.0,1.0,6VLj4mBwn_w.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3694.0,20260610.0,1138903841827.0,,,奥特曼呐，奥特曼，明天登上新闻头条啊。,4641.0,2395.0,3.0,6.0,0.0,5q_jlAGG6Tk.aac,,1.0,1.0,优质,玩梗/搞笑,无评论内容,完全一致,王文秀
3695.0,20260608.0,1132210544077.0,,我去，原来我也有语音了,我去，我有语音了。,2693.0,2394.0,2.0,6.0,0.0,rhSr9BGQe30.aac,,0.0,1.0,优质,发语音玩,相关-互为补充,完全一致,王文秀
3696.0,20260607.0,1138141911993.0,,问号。,安明治，白，安明治。,7060.0,2393.0,2.0,5.0,0.0,jJ_42zIhKHQ.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,不相关,王文秀
3697.0,20260606.0,1138526618682.0,,不会读了[大哭],34fection34fection。sensifection sensifection。34faction耶。,11104.0,2392.0,6.0,20.0,0.0,sLcumD3JOac.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,王文秀
3698.0,20260610.0,1139148286320.0,,,是真的可以用。,1953.0,2392.0,0.0,0.0,0.0,DWw__-x038Q.aac,,0.0,1.0,优质,观点表达,无评论内容,完全一致,王文秀
3699.0,20260610.0,1137220484447.0,,老铁们觉得我的声音还能救回来吗[憨笑哪吒],我真的好崩溃呀。一发榆林就唱歌，我是真的没招惹。,7994.0,2391.0,13.0,21.0,0.0,jZZKqFLPTj0.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3700.0,20260610.0,1138588107521.0,,听听吧[憨笑哪吒],我听见你心中那动人的天籁，就忽如一夜春风袭来，满面桃花开。我忍不住去踩，我忍不住去摘，我敞开胸怀为你等待，令抬令抬抬属牛功夫高。属兔胆气好，龙在左，蛇在右马羊匆匆骑来到猴接相召唤。狗猪来帮忙，12大侠赛金刚，12大侠赛金刚。肥肥胖胖是太阳，鼓鼓囊囊是山岗风风光光小路上三个吊郎当。一个志向要做栋梁，一个挖空心思经商，一个福气好的时代有点太夸张。,43319.0,2390.0,7.0,15.0,1.0,lhOsk2oe4kk.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3701.0,20260610.0,1133780519602.0,,,假的。,2236.0,2389.0,3.0,5.0,0.0,z4MzDkWxvBw.aac,,0.0,1.0,优质,观点表达,无评论内容,完全一致,王文秀
3702.0,20260610.0,1132681738161.0,,这谁能绷得住。,哈哈哈哈哈哈。哈哈哈哈。笑死我哎。不在肯定高。不再依赖你算长大吗？姐姐姐。哦呵呵呵呵呵呵呵呵。,16941.0,2389.0,6.0,21.0,1.0,7CaiV7Iw0mw.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3703.0,20260608.0,1132504365137.0,,叫哥哥太小了，叫叔叔太老了，叫妈妈性别又不对，仔细想想你应该叫我什么？[色],叫哥哥太小了，叫叔叔太老了，叫爸爸心没有对仔细想想。你敢叫我什么宝贝儿？,14693.0,2389.0,9.0,14.0,0.0,x90zU9Zt3as.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3704.0,20260609.0,1131389619101.0,,人类现在“凶多吉少”了,捕猎奇吗？我就想知道盲人大爷怎么看电视。这是什么猎奇都敢变的吗？辛巴来了都绷不住。,12334.0,2388.0,8.0,6.0,0.0,RUXToICt6uk.aac,,0.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,王文秀
3705.0,20260610.0,1131479212419.0,,我也唱了[猪猪],哦，我们辗转几何，可结果又是如何。没有人和你一起，是你根本没爱过我脑袋空脑袋空白的此刻。我写的这首歌其实没什么舍不得，只是眼睛酸涩全是红色。,23136.0,2387.0,5.0,9.0,0.0,lGg6AlfqQWc.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3706.0,20260610.0,1131378213841.0,,给你放首歌,爱像是一场戏。淅沥沥沥淅沥沥沥入我回忆。爱就像一场旅行。走停停走停停，忽然遇见你，停下了足迹。是否还是不太喜欢，趁现在到现在都没改。她说原来自喜欢的匡威携带，现在却解不开把长词带。他又再一次的看待，却还会再一遍一遍一遍又一遍停下来。,54804.0,2386.0,2.0,5.0,0.0,07tcP2InF2E.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3707.0,20260610.0,1134813775995.0,,凑合听吧[憨笑哪吒],感情里的怪他有铺垫就不尴尬。,6075.0,2382.0,2.0,1.0,0.0,YatCUZhYKRM.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3708.0,20260607.0,1139080906843.0,,[羞涩],孤孤嘎嘎。,1856.0,2380.0,4.0,5.0,0.0,Q2ySEELRRLM.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,不相关,王文秀
3709.0,20260610.0,1140066735408.0,,,我操，这键盘。能发语音了。,5062.0,2380.0,1.0,0.0,0.0,NmcEWfy61OQ.aac,,0.0,1.0,优质,发语音玩,无评论内容,语义相等内容有差异,王文秀
3710.0,20260602.0,1130978418192.0,,,这个是真的有呀。,3172.0,2379.0,0.0,2.0,0.0,I_5jdCpE_OA.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3711.0,20260610.0,1132355587046.0,,不喜勿喷[哭笑],去迎接应该你的更好的明天，昙花若只一现。更要开的耀眼，别回头去拥有属于你更好的世界。天亮以前说再见。笑着泪流满面去迎接应该你的更好的明天。,26936.0,2377.0,7.0,12.0,0.0,P00MJtowahs.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3712.0,20260610.0,1131269596649.0,,,喂喂喂，哈喽哈喽。,2307.0,2377.0,6.0,12.0,0.0,fYCsP4a3R-o.aac,,0.0,1.0,优质,打招呼/问候,无评论内容,完全一致,王文秀
3713.0,20260608.0,1131221212598.0,,,给我作品点点赞。,2710.0,2376.0,9.0,1.0,0.0,csNAJW1XHWM.aac,,-1.0,1.0,劣质,其他,无评论内容,完全一致,王文秀
3714.0,20260610.0,1135054390186.0,,跟~[爱心],虽然为我挡了头沙，而你别流下我的世界，流转变幻，而你没时想啦啦啦啦啦。我亲爱的你呀。,13738.0,2376.0,3.0,14.0,0.0,hpdGxEw6V-g.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3715.0,20260610.0,1137321310981.0,,,嗯，小姐姐声音好好听啊。,3351.0,2375.0,3.0,1.0,0.0,XlL98tcOURc.aac,,0.0,1.0,优质,夸赞/支持,无评论内容,完全一致,王文秀
3716.0,20260610.0,1138871265808.0,,赠君茉莉，愿君莫离.,我只求今朝有你入怀抱。红尘客绽放四道旧日落苏宁桥。,12847.0,2374.0,7.0,43.0,0.0,PElUiA1NHxQ.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3717.0,20260610.0,1134610329732.0,,下次用这个[吃瓜],三明治好吃不贵的三明治。买。,5827.0,2373.0,3.0,5.0,0.0,RnqRDQ3qk2Q.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3718.0,20260610.0,1139299560076.0,,我就试试吧。不好听别喷。,sally faction。,2688.0,2371.0,2.0,0.0,0.0,ii0Ugd3S2_4.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,王文秀
3719.0,20260610.0,1131682338040.0,,[错了],笑死我了。,1557.0,2370.0,18.0,23.0,0.0,epnJyXGsBVY.aac,,0.0,1.0,优质,观点表达,相关-引导听评论,完全一致,王文秀
3720.0,20260610.0,1134751231267.0,,嗓子太干了[做不完][做不完],十里桃花。代价的年华，凤冠的珍珠。挽进头发她香拂过。玉镯弄轻纱，空留一盏芽色的清茶。,25058.0,2369.0,4.0,20.0,0.0,Q2vCGZLZY0E.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3721.0,20260609.0,1131920799781.0,,,我靠，你不说我都不知道。,2512.0,2368.0,1.0,0.0,0.0,gOULWXIAxn8.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3722.0,20260610.0,1138237359902.0,,[哭笑]我妹的,温娜娜。,2273.0,2368.0,2.0,17.0,0.0,zcCP_TBmThQ.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,王文秀
3723.0,20260610.0,1131367679577.0,,,快手能发语音了，你们不知道吗？,3268.0,2368.0,7.0,8.0,0.0,2T8Cs1vmZ9g.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3724.0,20260610.0,1131104716386.0,,,下辈子我一定还要和你成个家，等到满最美呀。说不清楚话。我也愿意看你壁画当初的计划，等你转身退下。我泪如雨下下辈子我一定还要和你成个家。,29474.0,2368.0,7.0,61.0,0.0,5P_xdenrfLg.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,王文秀
3725.0,20260610.0,1131146885807.0,,请你们听神秘笑声,哈哈哈哈哈哈。,6381.0,2368.0,8.0,6.0,0.0,qadEQYuqW2Q.aac,,0.0,0.0,一般,发语音玩,相关-互为补充,语义相等内容有差异,王文秀
3726.0,20260609.0,1131433878058.0,,,我估计啊，我姑妈这儿应该是先长大了哈，嗯，不再依赖别人了，那你等长大了给你送个大拇指。,8929.0,2367.0,3.0,9.0,0.0,p02ASiG0WFo.aac,,0.0,0.0,一般,观点表达,无评论内容,语义相等内容有差异,王文秀
3727.0,20260608.0,1134696556860.0,,,似白发望断崖，几时落幕残花。任宿命掀起红尘绝绝放下。,14086.0,2366.0,5.0,76.0,0.0,XFnTvMdj-Cs.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,王文秀
3728.0,20260610.0,1132744867249.0,,不要在意,姑姑嘎嘎，嗯，对，大概就是快手也出明星了。,5823.0,2365.0,4.0,7.0,0.0,1TecPQbWggk.aac,,0.0,0.0,一般,发语音玩,相关-引导听评论,语义相等内容有差异,王文秀
3729.0,20260610.0,1140323406179.0,,明明是这样唱好吧,十里桃花。待嫁的年华。凤冠的珍珠。挽进头发。檀香拂过。玉镯弄轻纱。独留一盏芽色的清茶。,20270.0,2363.0,10.0,8.0,0.0,isZaEUxyr7Y.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,完全一致,王文秀
3730.0,20260609.0,1135735306574.0,,？？,这歌变神奇，发语音还在唱歌我。,6976.0,2363.0,6.0,10.0,0.0,7KmeEqAmSCM.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3731.0,20260610.0,1132775304779.0,,好听嘛叫哥哥,对不起是我自己不了解，给了你一次又一次伤害。翻山越岭再也找不到像你一样的存在，不存在。分开了一个春秋又冬夏。对你的思念他还在挣扎，我一个人停停走走。找不到出口再次和你走开的时间里，我偏告诉自己一遍都忘了你。嗯。,35909.0,2361.0,6.0,42.0,0.0,U7Ik4Pq7RX8.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3732.0,20260601.0,1131124001548.0,,,我靠，好听爆了，好听爆炸了，好听爆炸了。,4085.0,2361.0,2.0,6.0,0.0,EHnbepQS-HY.aac,,0.0,0.0,一般,夸赞/支持,无评论内容,完全一致,王文秀
3733.0,20260610.0,1139199257862.0,,[做不完]“不清楚不知道别骂我喷轻点”,年年春年年月。偏我来时不逢春，更顾常青。胡出寻。,11525.0,2359.0,9.0,3.0,0.0,FOCuu-yiU5E.aac,,1.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3734.0,20260610.0,1138919796987.0,,,是的兄弟是的。,1635.0,2358.0,1.0,2.0,0.0,0x_4SGosMd0.aac,,0.0,1.0,优质,社交互动,无评论内容,完全一致,王文秀
3735.0,20260610.0,1140278370027.0,,,我去，我去快手能发这个语音吗？,4156.0,2358.0,3.0,0.0,1.0,fLhQuZsTYPE.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3736.0,20260610.0,1132381899078.0,,,我勒个走。,1859.0,2357.0,1.0,3.0,0.0,B8Z5eFZCbZw.aac,,0.0,1.0,优质,发语音玩,无评论内容,语义相等内容有差异,王文秀
3737.0,20260610.0,1137998480415.0,,,我的寂寞逃不过你的眼睛。,4682.0,2357.0,7.0,26.0,0.0,wnT8UZ8EoPg.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,完全一致,王文秀
3738.0,20260610.0,1131991056829.0,,,能发语音了，开心，哈哈哈哈哈哈哈哈，真的，哈哈哈。,8078.0,2354.0,3.0,7.0,0.0,pcMpyzKCbco.aac,,0.0,1.0,优质,发语音玩,无评论内容,语义相等内容有差异,王文秀
3739.0,20260610.0,1133758615473.0,,会了兄弟,嘟嘟。,2516.0,2352.0,3.0,2.0,0.0,UeGyn9uJkGA.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,王文秀
3740.0,20260610.0,1135506866597.0,,猜测,很大的可能是七个人。嗯，先不要管是不是跟二代人数撞了。因为总会要撞的你后面的。后面的几袋，后面五袋，六袋，七袋。那肯定会撞的呀，你不能说，哎呀，到期待你就20个人出了吧，那不可能的事情呢。总会要撞的，然后。六个人七个人会是谁呢？他们应该不是按高位来排名的，嗯。,34774.0,2352.0,3.0,17.0,0.0,LhNitB_8lb8.aac,,0.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,王文秀
3741.0,20260610.0,1132861055883.0,,不行了，今天刚学[捂脸],无时无刻像是一首无法忘记喜欢的无名歌。扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的习惯。,21217.0,2351.0,1.0,8.0,1.0,23VzqzirxkI.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3742.0,20260609.0,1131081818444.0,,,可以的可以的。,1626.0,2351.0,1.0,1.0,0.0,V5PfJI8Z_wA.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3743.0,20260610.0,1139862058471.0,,[装傻](。•́_ก̀。)555忘词了,我听见你心中那动人的天籁。就忽如一夜春风袭来，满面桃花开，我忍不住去采。我忍不住去摘我敞开胸怀为你等待，令抬令抬抬肥肥胖胖是太阳。鼓鼓囊囊是山岗风风光光小路上三个叫郎当。一个志气要做栋梁，一个心思，因为我不会唱啊，抱歉。,27278.0,2351.0,4.0,14.0,0.0,Dem37GlMb0o.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3744.0,20260603.0,1137145482510.0,,不想,哦哦哦，姐姐放个大屁给你扑不扑。,4488.0,2351.0,5.0,4.0,0.0,71C1X1RPEnE.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,王文秀
3745.0,20260610.0,1131646176722.0,,真的假的？,不是高毛。你说的是真的吗？,3689.0,2350.0,2.0,2.0,0.0,OFAhEhEcJXo.aac,,0.0,0.0,一般,社交互动,相关-互为补充,语义相等内容有差异,王文秀
3746.0,20260608.0,1131162383191.0,,[惊恐][惊恐],哈喽哈喽。,1458.0,2350.0,1.0,3.0,0.0,54NnBj9VcUk.aac,,0.0,1.0,优质,打招呼/问候,相关-引导听评论,完全一致,王文秀
3747.0,20260610.0,1139104018842.0,,还行,借过九重城关，不坐下马正寒。看那轻飘飘的衣摆。趁擦肩把琴弦踏遍三江流岸。且刀光做船帆。当露水浸透了短衫大道霹雳四野。,25637.0,2350.0,10.0,13.0,1.0,tzaRdanW5Ag.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3748.0,20260610.0,1140175829039.0,,,我靠。,1944.0,2350.0,1.0,1.0,0.0,kwfaktyQ8Js.aac,,0.0,0.0,一般,发语音玩,无评论内容,完全一致,王文秀
3749.0,20260610.0,1140311283057.0,,南京(*￣m￣),sitisfection。,1668.0,2350.0,4.0,12.0,2.0,LR3gG1Ie3gM.aac,,0.0,1.0,优质,玩梗/搞笑,相关-互为补充,完全一致,王文秀
3750.0,20260610.0,1136609139358.0,,我才是辣条音，你那个能听出你是女生，哎，我这个完全是辣条[哭笑],还等从眼前飞跃。我看见了最阳光的笑脸。好时光都改变宝贝。因为有钱。,17032.0,2350.0,3.0,5.0,1.0,_ykEaKLNcdA.aac,,0.0,1.0,优质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3751.0,20260610.0,1133645949810.0,,[哭笑]还是太吃操作了,在悲伤的时候，在痛苦的时候坦率着像沙漠里的海市蜃楼，我看着你背影。想开口，但勇气却和时间偷偷溜走。,15633.0,2348.0,5.0,6.0,0.0,I2M3MSS06Mw.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,王文秀
3752.0,20260609.0,1131081788969.0,,,都说了有啊，怎么就不信了。,2417.0,2348.0,0.0,6.0,0.0,IL8_RKeVyr4.aac,,0.0,1.0,优质,发语音玩,无评论内容,完全一致,王文秀
3753.0,20260608.0,1132553848697.0,,,酸我没有用。,3019.0,2348.0,3.0,4.0,0.0,n7DAACrT9Iw.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,王文秀
3754.0,20260610.0,1131404272812.0,,,哎，我去了。,4704.0,2347.0,2.0,6.0,0.0,YMf3W963nqU.aac,,0.0,-1.0,劣质,发语音玩,无评论内容,不相关,王文秀
3755.0,20260610.0,1132652408230.0,,听完,一想到你我就哎吼。,8327.0,2346.0,5.0,1.0,0.0,v-z6CNbHEq4.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,王文秀
3756.0,20260608.0,1139538972458.0,,,有点意思好听啊。,2666.0,2345.0,1.0,1.0,1.0,3mbqqy4VP3c.aac,,0.0,1.0,优质,夸赞/支持,无评论内容,完全一致,王文秀
3757.0,20260610.0,1136703168416.0,,说的好快[元气满满],hey is me。i have a feel words to say i have you will be happy everyday。i hove you wears male everyday i hove you wear enjoy your life with a bigs male。because your smile is my great hist happeness。sape will and say you in my dreams。,18991.0,2345.0,5.0,42.0,0.0,25HDod23Ius.aac,,1.0,1.0,优质,唱歌/朗诵,相关-互为补充,完全一致,王文秀
3758.0,20260610.0,1132743018122.0,,,你牛什么牛？你牛什么牛？为了金钱买不到姐的自由。你牛什么牛？你牛什么牛？姐的幸福只是个真心拥有。,14823.0,2345.0,8.0,16.0,1.0,UPvqh0BB-8g.aac,,0.0,0.0,一般,唱歌/朗诵,无评论内容,完全一致,王文秀
